teslimat_saati,bolge_yogunlugu,kullanici_gecmis_basarisi,adres_tipi,hafta_sonu_mu,basari_ihtimali,onerilen_yontem,karbon_kazanci_gram
13,46.77,77.76,1,0,43.83,2,758.14
8,70.7,94.04,0,1,24.35,1,1017.89
23,16.88,82.3,0,0,38.8,1,868.06
8,26.26,100.0,2,0,67.55,0,363.4
16,25.56,75.57,1,0,55.3,2,632.11
22,30.18,76.44,0,0,33.82,1,928.68
11,40.6,78.43,2,1,47.51,2,698.8
9,24.49,69.15,0,0,53.45,2,653.96
9,49.81,88.96,1,1,59.79,2,611.79
11,51.94,76.74,0,0,40.48,2,857.72
9,36.37,87.76,0,1,58.23,2,594.94
16,21.05,90.89,0,1,80.56,0,230.6
8,62.66,80.57,2,0,28.82,1,1043.65
14,35.92,82.03,2,0,44.01,2,786.93
23,10.77,51.79,0,1,38.79,1,911.03
18,18.18,60.99,0,1,51.29,2,617.19
15,32.98,88.87,0,0,59.05,2,607.7
12,27.83,100.0,0,0,72.89,0,336.12
15,20.49,33.19,0,1,25.8,1,1013.53
14,31.6,60.64,0,0,39.31,1,858.14
13,17.85,72.47,0,0,64.46,2,523.94
9,40.11,54.41,0,1,26.57,1,955.77
19,30.21,55.55,1,1,34.99,1,926.34
13,42.06,81.5,2,1,48.0,2,684.38
10,38.32,100.0,1,0,67.48,2,447.48
12,53.28,31.36,1,1,21.88,1,1073.71
13,42.98,68.59,0,0,40.9,2,744.83
18,46.5,81.27,0,0,36.81,1,939.83
17,43.9,87.6,1,0,54.37,2,563.71
17,44.11,78.38,1,1,53.27,2,645.84
3,48.0,100.0,0,0,37.57,1,873.7
13,37.21,72.58,0,1,45.51,2,793.44
14,79.55,98.24,2,1,17.61,1,1139.33
5,39.34,59.07,1,0,24.79,1,988.8
11,8.95,73.16,1,1,70.31,2,452.63
17,20.77,47.75,1,1,36.38,1,880.67
9,43.91,90.02,0,0,52.44,2,680.23
14,36.92,69.59,0,0,39.54,1,894.01
10,36.17,79.16,2,0,48.35,2,743.94
3,9.02,65.73,0,0,38.89,1,888.96
11,46.3,83.73,0,1,40.64,2,816.88
22,11.77,79.95,1,0,52.27,2,654.01
18,68.47,52.11,0,1,27.72,1,999.65
21,26.23,53.26,1,1,40.37,2,827.58
14,45.5,71.44,0,0,42.17,2,737.09
9,22.93,85.19,1,0,73.07,2,402.08
14,4.71,100.0,1,0,97.8,2,89.36
13,18.44,78.06,0,0,70.91,0,374.33
19,32.59,92.15,0,0,54.67,2,595.57
9,8.56,39.74,0,0,29.79,1,980.26
14,78.38,100.0,0,0,19.06,1,1122.61
9,37.21,84.11,0,0,51.78,2,703.24
12,28.22,71.01,0,1,57.27,2,576.84
17,60.74,68.71,1,0,26.27,1,1022.77
14,32.41,49.86,1,0,50.17,2,637.52
12,51.32,55.57,0,0,22.37,1,1052.06
13,14.67,100.0,0,0,88.39,0,151.68
13,59.88,52.22,0,0,11.08,1,1218.02
18,17.94,51.83,1,0,46.17,2,727.37
20,34.2,57.96,0,0,36.16,1,968.34
21,38.71,48.04,0,0,20.9,1,1049.06
18,63.42,72.31,0,0,33.94,1,1012.2
12,43.5,93.78,2,0,49.86,2,717.03
16,53.25,59.79,1,0,29.16,1,990.35
13,25.0,44.53,2,1,33.68,1,957.54
11,56.27,77.84,0,0,31.07,1,956.62
19,50.49,70.88,0,0,37.85,1,905.44
7,16.6,92.05,0,1,73.6,0,381.34
20,45.59,62.91,2,1,30.98,1,958.84
13,19.98,66.8,0,1,59.19,2,562.82
15,40.38,69.01,0,0,33.76,1,922.23
16,73.3,73.78,0,0,27.03,1,1007.74
20,46.06,64.15,1,0,33.76,1,932.8
15,44.19,60.91,0,1,40.81,2,757.38
15,35.33,34.99,0,1,27.51,1,1011.98
8,38.13,60.69,2,0,33.77,1,946.35
14,9.94,86.3,0,0,72.48,0,318.11
9,27.26,89.0,1,0,66.61,2,411.71
17,44.62,62.58,0,0,45.9,2,724.58
14,13.95,97.99,1,1,89.8,2,201.0
16,46.37,71.43,0,0,32.82,1,1013.09
7,44.2,45.24,0,0,21.67,1,1090.72
8,11.99,38.95,1,1,33.88,1,971.48
17,60.79,96.37,0,0,35.09,1,916.17
8,10.96,64.54,2,0,47.04,2,754.47
8,23.11,47.72,1,0,38.81,1,855.89
3,19.37,26.81,1,0,16.56,1,1166.47
21,26.74,64.09,0,0,40.91,2,814.26
17,28.71,80.1,1,0,62.7,2,548.43
12,57.09,58.05,1,0,24.91,1,1116.02
11,50.84,50.94,1,0,19.05,1,1103.84
12,66.04,61.01,0,0,22.23,1,1125.7
17,20.97,96.86,2,1,76.17,0,320.6
16,29.23,44.14,0,0,30.47,1,985.84
10,4.33,59.17,0,0,45.28,2,791.86
10,7.99,96.22,2,0,76.81,0,273.86
9,42.62,81.88,1,0,56.21,2,606.17
16,70.6,75.58,0,0,15.03,1,1169.43
17,22.35,59.03,2,1,46.8,2,680.25
11,75.0,72.61,0,0,15.92,1,1181.75
5,12.8,61.24,0,0,37.29,1,920.68
8,27.94,54.81,1,0,33.5,1,944.87
22,23.26,50.4,0,1,22.75,1,1129.89
11,34.73,87.68,2,1,61.25,2,531.86
17,47.57,70.79,1,0,44.91,2,689.18
15,23.45,78.29,0,0,63.16,2,579.16
12,87.8,75.03,2,0,12.78,1,1226.97
10,50.37,80.82,0,1,44.63,2,763.21
9,15.09,66.91,0,0,61.53,2,531.42
15,13.77,62.37,2,0,45.08,2,749.3
17,42.33,55.69,2,0,35.79,1,882.66
16,5.64,43.72,0,0,47.7,2,700.9
14,71.8,49.56,0,0,15.88,1,1132.38
7,47.98,64.69,0,0,27.16,1,1031.9
22,38.74,39.94,0,1,11.87,1,1235.31
18,26.78,44.35,1,0,36.87,1,876.16
11,37.47,92.84,0,0,66.48,0,424.03
22,35.34,76.48,0,0,28.81,1,1010.25
15,68.37,62.96,1,0,27.0,1,1046.54
15,27.76,100.0,0,0,69.89,0,354.11
17,14.34,39.04,0,1,33.18,1,972.96
18,21.93,91.51,2,0,58.42,2,558.04
16,39.87,69.77,0,1,40.29,2,746.06
9,31.04,87.7,1,0,69.76,2,399.3
12,19.69,74.18,0,0,63.43,2,503.77
20,14.86,34.56,0,0,27.66,1,969.72
10,36.04,73.91,0,1,47.13,2,760.94
12,23.28,78.71,0,0,54.87,2,619.05
13,25.27,28.16,0,0,21.35,1,1121.36
13,47.26,100.0,0,0,50.92,2,692.58
15,21.24,78.22,0,0,62.67,2,528.17
21,47.91,85.44,0,0,38.45,1,994.73
11,56.92,48.69,0,0,19.49,1,1203.89
9,42.96,85.81,2,1,47.05,2,757.12
10,11.86,93.79,2,0,76.16,0,258.88
19,33.75,77.07,2,0,47.48,2,753.25
16,37.38,71.81,1,1,50.25,2,624.49
11,40.44,54.13,0,0,34.97,1,972.31
18,13.09,67.68,1,0,73.72,2,318.73
19,55.56,61.76,1,1,31.39,1,963.76
19,68.32,83.44,0,0,29.61,1,1030.94
20,13.28,55.0,0,0,39.83,1,883.65
11,18.52,83.29,0,0,64.26,2,464.47
17,28.25,55.22,0,0,38.82,1,889.25
13,14.79,66.75,0,0,56.61,2,612.22
19,7.46,84.32,2,0,68.56,0,383.45
17,58.96,57.92,1,0,22.5,1,1067.79
17,12.99,85.01,0,0,73.53,0,343.34
16,72.94,83.06,1,1,31.33,1,1008.37
10,12.01,66.58,0,0,59.66,2,559.45
14,54.51,95.24,1,1,49.98,2,725.83
22,4.82,73.56,2,0,45.3,2,731.73
21,31.06,94.05,1,0,58.54,2,562.77
7,49.49,100.0,1,0,41.5,2,822.65
10,24.12,67.17,0,0,43.03,2,803.24
9,15.13,84.9,0,0,73.08,0,304.39
17,12.91,59.25,1,1,64.19,2,486.71
18,22.36,51.34,1,0,47.68,2,760.82
10,71.91,68.09,1,0,26.76,1,1025.79
14,77.67,44.75,2,0,16.27,1,1154.91
19,19.63,53.25,1,0,43.09,2,755.36
17,25.17,83.83,1,0,68.68,2,495.55
14,27.3,61.73,1,1,59.21,2,633.8
15,43.2,86.21,0,0,45.46,2,736.58
14,57.14,77.99,0,0,27.54,1,1092.09
11,83.03,100.0,1,0,16.98,1,1129.64
15,27.93,82.49,0,1,60.14,2,549.82
16,51.99,94.28,1,0,50.04,2,699.76
19,38.04,80.04,0,0,40.39,2,770.87
15,40.84,78.23,0,0,48.13,2,722.29
17,20.37,95.29,2,0,65.45,0,399.0
10,32.73,85.38,0,1,66.44,0,356.39
13,54.5,76.2,0,0,28.7,1,953.36
2,48.46,76.11,0,0,26.76,1,1019.15
11,49.82,82.76,1,0,44.01,2,764.4
17,49.9,58.57,1,0,33.43,1,907.96
23,32.25,57.72,2,0,29.27,1,1004.1
9,59.99,100.0,0,1,43.34,2,765.32
13,21.19,100.0,2,0,70.28,0,351.56
18,36.74,53.42,0,0,37.25,1,875.21
10,31.39,58.62,0,1,46.44,2,729.89
14,35.3,94.85,0,0,62.72,2,523.11
17,36.81,82.67,0,0,54.18,2,659.27
15,17.73,85.53,0,1,77.12,0,235.8
10,34.27,89.93,0,0,50.89,2,672.71
12,42.96,67.19,0,1,38.48,1,850.06
18,16.46,78.6,2,0,60.98,2,541.15
14,33.97,77.04,0,0,49.42,2,654.15
0,63.69,54.83,2,0,11.1,1,1189.27
17,43.25,78.3,2,0,41.86,2,777.51
7,21.47,96.75,0,0,66.58,0,384.12
17,19.42,65.32,0,0,54.97,2,664.41
10,41.8,75.05,1,1,46.49,2,757.52
21,87.96,76.13,1,1,2.44,1,1344.88
12,24.16,66.31,2,0,49.28,2,712.16
12,26.63,85.54,1,0,65.32,2,500.03
9,34.67,58.4,0,0,34.09,1,980.02
12,33.55,98.65,0,0,61.04,2,538.68
19,31.04,84.52,2,1,55.33,2,679.61
23,18.26,53.26,1,0,34.59,1,906.69
12,28.0,100.0,2,0,66.51,0,368.01
13,67.89,75.36,1,0,30.06,1,947.39
17,38.63,57.54,0,0,35.1,1,892.17
19,10.16,94.09,2,0,73.53,0,268.72
15,46.11,81.89,2,0,33.74,1,951.56
13,82.61,36.56,0,0,0.93,1,1364.46
13,68.59,61.49,0,0,13.61,1,1187.71
16,30.76,77.58,0,0,55.82,2,568.55
0,14.62,28.81,1,1,22.42,1,1066.89
15,61.2,73.7,0,0,26.24,1,1060.42
12,56.81,75.16,0,0,31.3,1,964.17
18,1.9,48.33,0,0,53.75,2,611.03
8,56.0,77.41,0,0,25.48,1,998.79
15,18.74,72.15,0,1,63.03,2,510.92
14,16.36,48.17,1,1,43.11,2,741.59
16,27.97,90.39,2,1,67.01,0,393.27
8,42.77,88.76,1,1,53.01,2,658.13
15,21.63,66.21,1,1,52.93,2,636.33
15,66.62,68.03,1,0,23.68,1,1071.4
15,48.07,86.53,1,0,39.03,1,895.76
15,18.52,67.99,0,0,59.9,2,524.34
16,60.98,33.38,0,1,23.91,1,1119.6
18,50.33,81.74,0,0,29.7,1,971.37
11,35.23,55.73,2,0,25.36,1,1061.23
18,33.57,64.2,1,1,50.1,2,644.73
14,61.89,100.0,1,0,41.83,2,781.31
8,26.71,69.32,2,0,36.81,1,912.66
8,76.0,72.03,2,1,5.2,1,1337.39
12,32.04,82.19,2,1,54.41,2,620.15
18,35.33,82.11,0,1,60.19,2,596.74
16,38.97,53.62,1,1,52.03,2,664.38
18,26.26,70.79,1,0,63.96,2,568.0
14,19.23,72.72,1,0,58.12,2,529.19
13,7.35,77.44,0,0,71.69,0,354.15
9,52.39,77.78,1,1,45.73,2,651.02
12,58.68,100.0,0,0,37.88,1,893.69
13,72.36,48.48,1,0,18.64,1,1156.94
8,69.12,91.6,1,0,29.96,1,1033.81
10,19.01,95.67,0,0,83.66,0,218.19
15,27.53,81.86,0,0,63.33,2,511.31
17,37.39,58.99,1,1,44.09,2,767.32
23,30.0,100.0,1,0,50.71,2,746.92
20,52.25,28.16,1,0,6.85,1,1270.1
16,64.68,58.33,1,0,23.76,1,1093.74
13,19.6,95.43,2,0,67.03,0,382.73
15,5.26,64.6,0,0,59.66,2,596.18
18,64.31,100.0,1,0,44.87,2,768.73
9,56.4,41.76,1,1,27.88,1,997.18
13,17.75,49.76,2,1,32.5,1,983.35
19,24.17,61.37,0,1,42.92,2,789.69
12,8.41,80.35,0,0,71.42,0,365.15
15,54.91,67.56,0,1,33.56,1,946.06
15,43.11,62.19,2,1,22.1,1,1121.64
10,64.75,100.0,0,1,29.71,1,965.45
12,64.22,100.0,0,0,35.19,1,928.01
12,36.63,63.71,0,0,44.31,2,751.68
6,14.85,37.8,0,0,22.91,1,1110.23
6,8.83,28.85,1,1,24.62,1,1025.52
18,14.64,76.79,1,0,73.09,2,410.18
11,26.11,85.12,1,0,75.57,2,358.39
14,31.61,73.26,0,0,57.53,2,592.91
11,26.58,70.58,0,1,50.61,2,684.45
21,65.02,55.91,1,1,24.75,1,1014.69
11,49.75,85.1,0,1,47.44,2,748.66
13,72.54,100.0,2,1,38.47,1,901.15
19,32.14,27.66,0,0,12.91,1,1169.38
19,46.15,70.45,0,0,33.56,1,937.04
10,74.31,52.59,0,1,9.03,1,1286.52
18,73.61,42.19,2,1,5.66,1,1294.6
13,3.64,49.4,0,0,49.53,2,656.72
14,21.04,79.59,1,0,70.16,2,414.63
9,7.73,80.1,1,0,84.0,2,290.72
8,43.52,100.0,0,0,50.61,2,695.08
17,56.77,72.18,0,0,30.02,1,1000.63
14,29.13,36.84,2,0,22.28,1,1073.87
13,60.06,67.24,0,1,23.34,1,1094.16
17,31.66,44.27,1,0,29.78,1,983.34
17,20.62,47.86,2,0,33.91,1,917.45
10,36.82,83.61,0,0,53.81,2,681.9
15,11.27,75.88,0,1,74.25,0,323.66
9,62.14,83.75,0,0,34.75,1,909.41
17,77.13,64.85,0,0,22.62,1,1082.62
16,61.41,87.81,0,0,29.02,1,1002.57
21,56.08,63.73,1,0,26.55,1,1020.94
8,56.63,94.33,1,0,33.83,1,951.04
8,32.85,78.89,1,0,55.92,2,581.13
11,55.83,67.86,2,0,24.46,1,1082.65
11,26.6,76.24,0,0,61.74,2,538.97
11,33.51,71.64,0,0,54.9,2,572.95
20,53.5,100.0,0,1,46.01,2,721.07
11,34.23,76.91,0,1,54.58,2,606.6
11,39.56,71.97,0,0,43.69,2,665.99
17,29.04,67.23,0,0,46.12,2,721.89
13,60.96,88.86,1,0,35.97,1,949.43
17,43.81,86.16,2,0,42.83,2,762.8
8,62.8,66.52,0,1,31.21,1,996.78
14,16.63,48.89,1,0,39.63,1,874.75
7,25.47,53.96,1,1,40.5,2,780.25
8,47.13,68.32,0,1,35.79,1,898.53
20,61.64,98.98,0,0,32.75,1,918.54
9,32.77,67.0,2,0,42.62,2,796.38
14,73.78,60.12,1,0,9.82,1,1254.1
13,17.79,36.79,2,0,33.84,1,935.54
12,39.96,100.0,0,1,68.7,0,314.91
20,67.15,83.38,0,0,24.16,1,1074.25
6,74.29,87.92,0,0,11.43,1,1185.74
16,36.99,91.23,2,1,58.29,2,584.82
21,10.39,68.71,0,1,52.44,2,604.48
15,34.8,73.69,0,0,43.02,2,766.47
21,19.2,100.0,0,1,76.08,0,283.05
7,39.52,75.59,0,0,46.45,2,650.34
13,41.91,83.75,0,1,54.28,2,677.15
11,26.86,89.41,1,0,68.7,2,445.8
17,52.96,84.86,0,1,33.5,1,940.21
22,54.31,69.44,0,0,22.42,1,1097.03
11,49.81,71.32,0,0,37.05,1,903.87
16,48.06,87.55,1,0,49.66,2,695.01
10,35.79,87.52,0,0,65.23,0,382.91
15,34.38,95.36,0,0,61.92,2,532.67
13,31.95,83.02,1,1,53.84,2,576.65
22,39.81,83.93,0,1,35.1,1,921.72
15,23.49,63.08,0,1,52.95,2,688.0
12,54.56,60.38,1,1,33.62,1,901.32
9,45.07,87.61,0,1,49.65,2,673.72
9,29.2,60.52,0,1,43.27,2,696.99
10,19.52,71.59,1,0,53.38,2,639.69
11,11.32,99.58,1,1,100.0,2,93.99
19,32.88,96.41,1,0,62.38,2,543.0
15,31.2,78.04,0,1,57.62,2,570.5
14,69.0,66.08,0,0,22.94,1,1010.36
9,21.69,69.53,1,0,66.1,2,449.54
19,26.42,89.35,0,0,54.39,2,664.98
17,8.56,71.27,0,0,58.7,2,601.98
8,46.73,60.83,1,0,27.43,1,1018.08
16,26.47,96.32,0,1,70.68,0,356.72
14,47.41,75.63,1,0,39.62,1,843.7
8,37.01,60.45,0,0,39.59,1,913.63
13,53.55,81.58,0,0,38.63,1,864.81
14,61.58,91.42,2,0,41.48,2,795.38
10,26.19,51.85,0,0,38.25,1,851.13
21,44.56,67.99,1,0,31.46,1,967.17
19,28.14,67.07,0,0,39.33,1,915.44
16,72.01,81.05,0,0,27.81,1,987.93
13,49.45,84.64,0,0,37.11,1,927.11
13,23.34,60.97,0,1,51.87,2,625.15
16,39.22,42.14,2,0,21.27,1,1067.7
14,31.07,92.64,2,0,52.82,2,645.91
8,74.03,49.6,1,0,18.98,1,1151.41
14,14.05,77.42,2,0,56.95,2,587.7
18,47.43,69.36,1,0,35.97,1,936.92
13,52.3,75.25,0,0,35.5,1,958.29
7,61.98,100.0,0,1,31.39,1,950.19
18,8.08,100.0,1,0,100.0,2,34.25
10,61.33,39.33,0,0,20.51,1,1093.18
11,40.01,91.68,0,0,52.05,2,693.63
10,14.86,68.88,1,0,62.13,2,510.06
12,25.29,92.96,0,0,59.35,2,598.23
17,43.31,91.15,0,0,52.36,2,643.82
14,45.67,100.0,0,1,53.31,2,692.91
10,40.2,77.7,1,0,51.55,2,728.77
19,54.16,54.21,0,0,12.53,1,1230.54
19,48.07,90.55,0,1,44.31,2,698.94
19,70.87,74.36,0,0,27.99,1,942.05
11,38.49,67.32,0,0,41.68,2,781.63
13,66.89,62.48,0,0,16.81,1,1175.48
22,20.5,92.13,2,0,46.04,2,742.57
17,24.46,100.0,0,1,79.0,0,230.32
6,26.41,48.09,1,0,38.21,1,846.88
8,66.75,84.44,1,0,24.59,1,1082.81
13,16.61,64.55,0,1,50.5,2,729.74
20,34.75,42.65,0,0,25.16,1,1028.01
14,1.64,74.95,0,0,74.7,0,328.36
14,36.25,55.34,1,0,41.62,2,858.66
9,28.88,40.44,0,1,33.98,1,936.53
16,5.43,56.37,0,0,63.08,2,517.91
18,52.31,51.44,0,0,21.56,1,1108.12
12,54.35,59.07,0,1,24.88,1,1042.94
17,40.55,45.48,0,0,17.77,1,1176.95
21,12.38,64.1,2,1,51.08,2,654.97
10,51.21,57.74,0,0,23.73,1,1064.28
14,45.72,79.51,0,1,49.77,2,639.45
11,34.1,83.87,1,0,58.34,2,572.81
18,61.28,77.2,1,1,43.16,2,731.88
15,26.92,67.29,0,0,42.01,2,786.29
15,31.5,66.75,0,0,50.84,2,620.02
18,47.39,55.26,0,1,35.05,1,958.83
13,48.84,55.74,0,1,32.57,1,932.97
20,38.83,86.07,0,0,41.8,2,831.91
14,61.41,36.81,0,0,16.86,1,1188.79
10,7.58,70.39,0,0,65.69,0,427.84
16,83.42,65.53,2,0,0.63,1,1296.35
18,80.54,83.98,0,0,24.14,1,1041.53
12,55.06,43.5,0,0,17.82,1,1109.26
19,49.03,72.25,2,0,37.24,1,880.02
20,36.85,78.86,1,0,48.96,2,739.76
11,18.31,33.91,0,0,32.61,1,954.11
22,62.26,50.51,0,1,9.71,1,1213.71
9,22.08,70.16,2,0,50.28,2,654.21
10,19.12,82.28,0,0,67.27,0,376.77
10,79.55,75.65,1,1,16.25,1,1171.01
20,14.21,83.21,2,0,53.48,2,589.44
16,21.7,50.41,0,0,24.14,1,1063.26
9,44.95,40.22,1,0,20.13,1,1121.15
13,30.2,73.69,2,0,49.8,2,630.36
15,58.62,47.41,1,0,14.61,1,1132.19
8,29.67,54.69,0,0,26.76,1,1027.48
19,23.98,90.65,2,1,51.43,2,706.01
18,8.32,75.78,1,0,77.47,2,386.46
14,54.93,60.64,1,1,27.1,1,1006.54
21,72.12,58.04,1,0,22.12,1,1126.85
13,52.72,84.42,0,0,43.59,2,747.33
22,67.18,76.24,0,0,18.51,1,1117.98
16,5.74,47.71,0,0,46.49,2,724.93
15,44.41,33.04,0,1,15.47,1,1189.49
10,30.49,100.0,0,0,65.7,0,393.38
19,66.97,47.55,0,0,17.69,1,1125.79
13,94.43,82.55,0,0,9.16,1,1202.6
10,13.34,100.0,2,0,81.5,0,232.48
3,45.21,74.95,1,1,30.85,1,1007.83
14,71.16,59.99,1,1,18.03,1,1163.51
14,4.86,43.48,0,1,38.78,1,843.67
17,18.5,43.2,0,0,39.05,1,869.92
19,67.99,79.53,0,0,13.11,1,1230.06
8,76.93,100.0,1,0,10.55,1,1230.34
17,10.68,64.09,1,0,52.94,2,645.7
10,54.08,60.89,0,0,17.25,1,1143.37
19,30.6,85.95,1,1,68.79,2,470.77
18,23.25,58.28,1,1,55.6,2,621.42
14,57.44,77.49,1,1,32.1,1,947.59
16,14.78,72.84,0,0,61.54,2,567.92
12,15.54,63.81,0,0,61.22,2,509.25
13,38.14,71.69,0,1,49.06,2,730.92
18,44.73,100.0,0,1,68.61,0,349.84
13,72.93,84.09,0,0,22.19,1,1100.11
12,24.5,93.85,0,0,67.58,0,384.13
14,21.35,53.63,0,1,38.88,1,869.16
18,29.3,93.92,0,0,66.52,0,442.5
12,28.11,84.78,0,0,65.63,0,434.74
10,57.08,42.01,0,1,19.43,1,1115.1
17,41.94,82.8,0,0,46.28,2,777.0
18,14.06,61.73,0,0,59.34,2,597.32
9,46.69,41.08,1,0,26.73,1,1005.02
11,16.1,74.6,1,0,68.27,2,392.9
9,54.49,82.78,0,0,33.84,1,947.07
12,5.69,75.03,0,0,69.49,0,407.58
13,68.35,69.82,1,0,26.67,1,1048.28
17,16.85,65.39,1,0,55.91,2,656.32
16,54.83,100.0,0,1,41.26,2,766.92
15,55.83,48.35,1,0,21.09,1,1093.37
12,18.83,89.46,0,1,76.0,0,285.21
19,51.22,72.31,1,0,41.73,2,786.44
13,54.84,54.91,2,0,16.52,1,1174.78
22,25.81,71.03,0,0,38.02,1,942.67
15,65.82,44.14,2,0,12.19,1,1259.01
9,34.74,60.09,0,1,40.03,2,849.58
16,11.3,71.06,0,0,70.73,0,371.37
12,23.37,40.98,0,1,33.38,1,939.23
16,30.43,82.13,1,0,58.28,2,587.38
8,18.51,52.72,0,1,42.79,2,786.17
10,12.1,42.97,1,0,45.62,2,736.64
19,26.36,50.39,1,0,31.73,1,941.8
10,50.0,100.0,0,0,44.04,2,737.69
19,49.72,32.44,0,0,16.73,1,1175.25
11,21.85,80.72,0,0,62.92,2,517.59
16,15.4,56.97,1,0,50.66,2,672.81
16,26.48,65.0,2,0,48.29,2,698.17
14,40.19,84.08,0,0,47.33,2,685.32
12,13.59,83.1,1,1,85.04,2,254.35
10,31.71,58.39,0,0,45.74,2,717.35
7,37.06,44.84,0,0,22.3,1,1061.68
11,41.74,84.44,0,0,40.05,2,767.61
16,37.17,83.05,1,1,58.26,2,577.91
21,73.93,66.3,2,0,14.95,1,1189.15
19,65.03,80.84,1,0,33.0,1,987.58
17,89.17,63.08,0,0,4.23,1,1257.45
18,16.01,55.46,1,0,59.86,2,609.93
16,13.0,72.08,0,0,56.21,2,614.21
11,39.47,82.38,0,0,50.69,2,637.94
20,17.88,78.19,0,0,56.59,2,588.78
16,44.69,82.18,0,0,52.19,2,597.42
15,27.62,56.79,1,0,37.84,1,847.22
9,9.99,100.0,0,0,92.14,0,146.0
13,51.8,65.15,2,0,27.04,1,1004.52
13,75.17,69.62,0,0,24.93,1,1066.92
19,32.66,45.63,0,0,23.51,1,1064.54
14,37.09,68.12,0,0,44.94,2,741.3
12,44.05,82.64,0,0,42.05,2,786.41
22,45.42,87.25,2,0,30.94,1,916.15
9,68.16,100.0,0,1,31.58,1,1010.58
13,41.46,82.4,2,0,41.49,2,779.15
7,88.43,77.54,0,0,0.0,1,1334.87
17,55.32,63.07,0,0,30.26,1,1000.97
20,14.34,58.77,0,0,39.89,1,849.65
11,28.74,91.4,2,1,55.97,2,614.57
19,22.58,91.02,0,1,58.82,2,569.23
11,90.27,50.46,2,0,0.0,1,1371.33
20,31.28,86.46,0,0,55.97,2,601.88
17,66.88,85.01,0,1,31.82,1,937.23
18,17.48,49.72,1,1,50.71,2,682.36
5,39.63,82.81,0,0,29.86,1,983.53
21,28.68,51.01,0,0,33.82,1,889.57
17,72.45,23.41,1,1,4.37,1,1303.43
12,16.54,68.8,0,1,65.07,0,403.09
18,17.14,77.16,0,0,66.06,0,417.65
11,18.26,69.7,0,0,53.69,2,610.04
19,24.92,100.0,0,0,72.77,0,290.54
9,29.84,79.58,0,0,58.36,2,615.02
16,47.56,74.94,0,0,32.36,1,986.94
14,51.84,80.59,1,0,34.34,1,937.78
8,21.91,63.17,0,1,37.29,1,915.63
11,34.82,90.59,1,0,73.2,2,425.96
3,75.01,79.22,0,0,8.78,1,1244.34
13,67.85,78.3,0,1,35.82,1,883.94
11,9.43,59.52,0,0,48.57,2,706.15
15,12.02,40.71,1,1,35.5,1,954.06
11,20.1,61.97,1,1,61.59,2,558.73
11,43.12,77.65,0,0,48.79,2,696.24
17,31.18,63.11,0,0,46.21,2,742.47
7,18.99,77.83,1,1,65.29,2,489.88
20,13.28,67.35,2,0,43.3,2,791.72
19,49.84,80.61,1,0,44.19,2,790.08
16,47.84,52.46,0,1,29.93,1,951.9
15,50.03,75.86,1,0,39.87,1,905.0
20,28.87,59.18,1,0,42.15,2,841.36
10,70.03,41.23,0,0,17.66,1,1153.86
8,32.38,68.7,0,0,41.44,2,812.17
11,54.84,100.0,0,0,34.37,1,918.19
18,24.31,42.83,0,0,36.87,1,892.43
7,44.63,74.39,2,0,35.58,1,916.7
15,70.85,87.95,2,0,21.18,1,1083.79
23,46.67,100.0,0,1,39.78,1,833.28
19,48.42,62.14,0,0,29.41,1,991.87
14,23.11,59.36,1,0,40.31,2,821.37
8,66.51,48.67,0,0,11.85,1,1168.88
18,45.57,94.81,0,1,52.37,2,656.94
15,24.25,54.65,0,0,40.6,2,797.2
9,34.91,64.59,0,0,39.41,1,868.05
8,55.83,35.02,0,1,17.12,1,1159.46
20,63.49,89.68,1,1,29.99,1,1002.24
16,65.99,95.17,0,0,36.92,1,895.84
18,16.4,88.92,2,0,69.98,0,392.04
19,36.62,39.89,2,1,28.31,1,1027.14
15,31.78,84.14,1,1,74.97,2,427.59
14,23.91,38.55,0,0,38.03,1,891.62
13,50.86,73.16,0,0,30.02,1,980.09
12,75.19,76.1,1,0,22.49,1,1073.86
13,31.14,78.2,2,0,44.88,2,776.79
17,22.91,82.69,0,0,80.15,0,233.72
15,54.09,71.84,0,0,36.05,1,914.77
20,35.94,32.75,0,0,25.97,1,1097.24
13,8.66,82.7,0,0,77.71,0,227.11
15,11.49,73.95,0,0,52.28,2,663.38
15,34.31,53.95,2,0,27.98,1,1012.43
15,25.17,40.61,0,0,26.96,1,1018.94
16,22.53,100.0,0,0,75.52,0,265.17
11,32.56,96.63,2,1,63.38,2,499.54
14,24.35,86.12,0,0,67.66,0,375.86
9,24.82,58.47,2,0,26.43,1,1047.75
12,12.03,21.66,0,0,17.87,1,1161.14
14,44.39,87.29,2,0,41.26,2,731.48
16,75.96,79.33,0,0,25.98,1,1002.2
21,2.68,64.51,2,0,53.81,2,650.71
15,32.58,94.5,0,0,62.79,2,545.44
17,37.59,88.96,0,0,56.64,2,556.46
14,48.06,75.52,0,0,30.79,1,1006.77
15,15.33,72.7,0,0,64.86,2,501.27
8,36.47,73.02,0,1,39.42,1,899.35
11,44.14,85.6,2,1,41.14,2,760.71
12,61.6,54.85,0,0,27.63,1,976.73
13,37.24,80.52,1,1,59.73,2,553.98
7,53.85,53.59,0,1,18.74,1,1117.13
9,50.73,98.73,1,1,53.16,2,632.5
11,61.74,82.64,0,1,35.03,1,917.9
22,36.77,58.24,2,1,25.8,1,1091.21
